Sample,X,Y,Z
329,0.016,-0.184,1.020
330,0.020,-0.309,1.105
331,0.008,-0.277,1.098
332,-0.031,-0.199,1.055
333,0.047,-0.273,1.055
334,0.086,-0.266,0.980
335,0.047,-0.176,0.945
336,0.035,0.066,0.898
337,-0.008,0.016,0.945
338,-0.062,-0.191,0.910
339,-0.109,-0.250,0.887
340,0.000,-0.199,1.047
341,0.090,0.008,1.004
342,0.102,0.020,0.910
343,0.035,-0.047,0.836
344,-0.117,-0.047,0.859
345,-0.141,-0.047,0.891
346,-0.004,-0.121,0.918
347,0.059,-0.105,1.047
348,0.070,-0.055,1.090
349,0.020,0.008,0.965
350,-0.016,-0.031,1.008
351,0.016,-0.156,0.934
352,-0.027,-0.133,0.938
353,-0.039,-0.012,1.086
354,0.035,-0.031,1.129
355,0.055,-0.152,1.086
356,0.027,-0.211,1.062
357,-0.062,-0.195,1.070
358,-0.035,-0.133,1.020
359,0.043,-0.051,0.941
360,0.102,-0.051,1.027
361,0.066,-0.121,0.980
362,-0.035,-0.176,0.973
363,-0.023,-0.234,1.070
364,0.043,-0.250,1.031
365,0.000,-0.148,0.934
366,0.062,-0.051,0.930
367,0.027,-0.020,0.812
368,-0.016,-0.078,0.816
369,-0.035,-0.262,0.859
370,-0.059,-0.230,0.887
371,0.000,-0.176,0.945
372,-0.078,-0.055,0.855
373,-0.023,-0.105,0.969
374,-0.059,-0.250,0.809
375,0.008,-0.102,0.863
376,0.102,0.008,1.078
377,0.016,-0.227,0.988
378,-0.055,-0.438,1.051
379,-0.004,-0.258,1.109
380,0.016,-0.043,1.078
381,-0.008,-0.176,1.012
382,-0.043,-0.305,0.922
383,0.035,-0.102,1.082
384,0.066,0.000,1.082
385,0.035,-0.188,0.984
386,0.027,-0.379,1.070
387,0.086,-0.305,0.965
388,0.008,-0.164,0.930
389,0.051,-0.129,0.961
390,0.070,-0.145,0.879
391,0.020,-0.098,0.883
392,-0.062,-0.055,0.910
393,-0.082,-0.094,0.941
394,-0.094,-0.125,0.938
395,-0.066,-0.027,0.949
396,0.012,-0.012,1.098
397,-0.027,-0.051,0.984
398,-0.004,-0.148,0.996
399,0.039,-0.004,1.059
400,0.016,-0.098,0.988
401,-0.082,-0.238,0.996
402,-0.027,-0.086,1.016
403,0.090,-0.047,1.023
404,0.113,-0.086,0.969
405,0.012,-0.113,0.883
406,0.047,-0.090,0.922
407,-0.008,-0.055,0.887
408,-0.043,-0.215,0.930
409,-0.035,-0.262,0.969
410,0.059,-0.117,0.973
411,0.125,-0.027,1.051
412,-0.012,-0.137,1.035
413,-0.078,-0.215,1.031
414,-0.027,-0.215,1.066
415,-0.004,-0.195,1.102
416,0.016,-0.117,1.117
417,-0.016,-0.035,1.078
418,-0.098,-0.145,1.008
419,-0.004,-0.246,0.996
420,0.000,-0.090,0.883
421,-0.008,-0.141,0.906
422,0.090,-0.078,0.852
423,0.051,0.047,0.809
424,0.020,-0.105,0.871
425,-0.023,-0.180,0.727
426,-0.113,-0.145,0.828
427,0.008,-0.070,1.004
428,0.027,0.012,0.797
429,0.012,0.000,0.938
430,0.008,-0.027,1.016
431,-0.004,0.004,0.945
432,-0.012,-0.105,1.086
433,0.059,-0.055,1.117
434,0.023,0.168,1.164
435,-0.043,0.082,1.098
436,0.012,-0.109,1.008
437,-0.039,0.074,1.086
438,-0.020,0.035,0.957
439,0.004,0.188,0.883
440,0.082,0.074,1.059
441,0.012,0.004,0.945
442,-0.012,-0.004,0.953
443,0.000,-0.086,0.980
444,0.051,0.059,0.953
445,0.180,0.242,0.934
446,0.102,0.090,0.945
447,-0.059,-0.266,1.031
448,-0.094,-0.059,0.988
449,0.070,0.145,1.070
450,0.102,-0.047,1.023
451,-0.086,-0.125,0.969
452,-0.117,0.102,1.070
453,-0.062,0.180,1.023
454,-0.035,-0.070,1.027
455,-0.035,-0.070,1.055
456,0.059,0.043,0.984
457,0.020,0.055,0.945
458,0.008,-0.160,0.969
459,0.062,-0.203,0.898
460,0.020,-0.102,0.895
461,0.016,-0.094,1.004
462,-0.004,-0.055,0.930
463,-0.016,0.012,0.891
464,-0.039,-0.195,0.988
465,-0.117,-0.176,0.984
466,-0.031,-0.141,1.020
467,0.043,-0.215,1.016
468,0.109,-0.191,0.973
469,0.105,-0.137,0.961
470,0.062,-0.152,0.879
471,0.047,-0.273,0.867
472,0.047,-0.238,0.914
473,0.090,0.004,0.910
474,-0.043,0.160,0.926
475,-0.105,0.148,0.980
