Sample,X,Y,Z
603,-0.035,-0.047,0.977
604,-0.066,-0.070,0.918
605,-0.012,-0.023,0.926
606,0.035,-0.047,0.988
607,0.051,-0.020,0.953
608,0.082,-0.035,0.977
609,0.039,-0.078,0.973
610,0.043,-0.105,0.953
611,0.031,-0.016,0.914
612,-0.012,-0.020,0.949
613,0.008,-0.066,1.004
614,-0.051,0.023,0.914
615,-0.035,-0.020,0.961
616,-0.035,0.008,0.965
617,-0.008,-0.055,0.949
618,0.051,-0.051,0.961
619,0.062,-0.043,0.984
620,0.102,-0.082,0.973
621,0.055,-0.035,0.914
622,0.051,-0.051,0.988
623,0.004,-0.070,0.980
624,-0.094,0.000,0.898
625,-0.047,-0.023,0.969
626,-0.059,0.059,0.988
627,-0.023,-0.047,0.973
628,0.020,0.035,0.910
629,0.043,-0.008,1.004
630,0.055,-0.082,0.988
631,0.062,-0.062,0.918
632,0.074,-0.094,0.973
633,0.016,-0.043,0.949
634,0.008,-0.121,0.980
635,-0.023,0.012,0.895
636,-0.035,0.023,0.980
637,-0.055,0.031,0.973
638,-0.035,-0.035,0.953
639,-0.004,-0.051,0.918
640,0.004,-0.055,0.957
641,0.062,-0.043,0.988
642,0.070,0.008,0.934
643,0.098,-0.121,0.996
644,0.051,-0.086,0.973
645,0.004,-0.020,0.914
646,-0.016,-0.047,0.949
647,-0.027,-0.020,0.961
648,-0.047,-0.016,0.953
649,-0.047,0.047,0.953
650,-0.008,-0.027,0.957
651,0.020,-0.117,0.965
652,0.012,-0.125,0.977
653,0.062,-0.023,0.973
654,0.043,-0.043,0.945
655,0.043,-0.086,0.980
656,0.043,-0.070,0.988
657,-0.008,0.020,0.898
658,-0.016,-0.043,0.949
659,-0.043,0.008,0.941
660,-0.012,-0.055,0.980
661,-0.008,0.008,0.906
662,0.031,-0.078,1.004
663,0.086,-0.047,1.000
664,0.027,-0.047,0.902
665,0.043,-0.086,0.973
666,0.035,-0.012,0.965
667,-0.059,-0.066,0.938
668,0.000,-0.016,0.953
669,-0.035,-0.043,0.949
670,-0.004,0.035,0.965
671,0.000,-0.008,0.941
672,-0.016,-0.051,0.934
673,0.039,-0.145,0.988
674,-0.016,0.020,0.895
675,0.082,-0.113,1.016
676,0.055,-0.031,0.965
677,0.070,-0.047,0.977
678,0.023,-0.027,0.957
679,-0.066,-0.051,0.938
680,-0.004,-0.055,0.980
681,-0.074,0.039,0.895
682,0.012,-0.051,1.027
683,0.016,-0.012,0.965
684,0.008,-0.055,0.926
685,0.070,-0.125,0.973
686,0.055,-0.035,0.984
687,0.070,-0.031,0.961
688,0.016,0.023,0.902
689,0.023,-0.160,1.020
690,-0.004,-0.027,0.941
691,-0.055,-0.004,0.902
692,-0.023,0.012,0.957
693,-0.016,0.051,0.969
694,-0.016,-0.102,0.969
695,0.016,-0.078,0.945
696,0.039,0.004,0.961
697,0.055,-0.016,0.984
698,0.082,-0.059,0.980
699,0.039,-0.047,0.926
700,0.027,-0.051,0.957
701,-0.043,-0.066,0.938
702,-0.027,0.023,0.938
703,-0.031,-0.004,0.980
704,-0.023,0.016,0.961
705,0.027,-0.066,0.961
706,0.004,-0.016,0.910
707,0.086,-0.164,1.066
708,0.020,0.051,0.914
709,0.043,-0.055,0.957
710,0.047,-0.078,0.977
711,0.023,-0.086,0.957
712,-0.012,-0.020,0.938
713,-0.012,0.004,0.961
714,-0.012,-0.004,0.945
715,0.004,-0.004,0.945
716,-0.035,-0.023,0.941
717,0.016,-0.059,0.984
718,0.004,-0.047,0.949
719,0.047,-0.074,0.969
720,0.113,-0.027,1.020
721,0.059,-0.012,0.914
722,0.039,-0.102,0.965
723,-0.047,-0.078,0.941
724,-0.070,-0.035,0.934
725,-0.062,0.000,0.961
726,-0.066,0.020,0.961
727,0.043,-0.047,1.000
728,-0.016,0.027,0.879
729,0.062,-0.148,1.023
730,0.078,-0.074,0.961
731,0.043,-0.035,0.910
