Sample,X,Y,Z
773,-0.020,-0.070,0.898
774,0.043,-0.074,0.969
775,-0.035,0.078,0.930
776,-0.004,-0.078,1.039
777,0.008,-0.059,0.969
778,-0.043,-0.031,0.898
779,0.035,-0.039,1.020
780,-0.027,0.066,0.918
781,0.043,-0.145,0.980
782,0.031,0.004,0.887
783,0.035,-0.098,0.969
784,0.031,-0.070,0.934
785,0.000,-0.020,0.910
786,0.031,-0.059,1.020
787,0.004,0.016,1.031
788,-0.047,0.023,0.910
789,0.000,-0.082,0.980
790,-0.008,-0.027,0.957
791,0.035,-0.086,0.973
792,0.039,0.039,0.895
793,0.074,-0.090,0.961
794,0.047,-0.074,0.926
795,0.008,-0.105,0.949
796,-0.012,-0.059,0.926
797,-0.047,0.004,1.000
798,-0.035,-0.012,0.996
799,-0.020,0.008,0.984
800,0.023,-0.020,0.988
801,0.020,-0.004,0.941
802,0.070,-0.066,0.965
803,0.043,-0.078,0.887
804,0.039,-0.059,0.926
805,0.027,-0.070,1.004
806,-0.004,-0.051,0.934
807,-0.016,-0.086,0.941
808,0.004,0.055,0.949
809,0.004,-0.008,1.008
810,-0.027,0.004,0.941
811,-0.008,-0.031,0.957
812,0.000,-0.035,0.988
813,0.047,-0.031,0.973
814,0.062,-0.062,0.938
815,0.059,-0.125,0.941
816,0.035,-0.086,0.977
817,0.008,-0.012,0.945
818,-0.039,-0.020,0.949
819,-0.004,0.066,0.969
820,-0.031,0.051,0.969
821,-0.016,-0.070,1.000
822,-0.027,-0.012,0.902
823,0.016,-0.020,0.973
824,0.082,-0.051,1.043
825,0.031,-0.016,0.910
826,0.094,-0.109,0.961
827,0.008,-0.051,0.898
828,0.023,-0.082,0.980
829,0.000,0.039,0.945
830,-0.070,0.020,0.945
831,0.000,-0.066,1.035
832,-0.074,0.039,0.883
833,0.047,-0.074,0.961
834,0.039,-0.043,0.965
835,0.012,-0.070,0.957
836,0.098,-0.094,0.973
837,-0.016,0.059,0.887
838,0.066,-0.133,1.066
839,0.004,-0.012,0.957
840,-0.051,0.008,0.918
841,0.016,-0.020,1.008
842,-0.051,0.023,0.910
843,0.004,-0.062,0.949
844,-0.004,0.027,0.949
845,0.004,-0.105,0.988
846,0.035,-0.035,0.930
847,0.008,-0.047,0.910
848,0.074,-0.113,1.035
849,0.027,-0.008,0.973
850,-0.016,0.008,0.934
851,0.016,-0.047,1.027
852,-0.039,-0.004,0.879
853,0.020,-0.082,0.953
854,0.000,-0.016,0.984
855,-0.023,-0.043,0.945
856,0.035,-0.059,0.941
857,0.023,-0.035,0.965
858,0.066,-0.105,1.031
859,0.012,0.000,0.910
860,-0.008,-0.098,0.926
861,0.023,-0.027,1.008
862,-0.035,-0.016,0.957
863,-0.023,0.004,0.926
864,0.047,0.004,0.977
865,0.027,-0.012,0.938
866,0.047,-0.109,0.992
867,-0.008,-0.004,0.895
868,0.023,-0.086,0.949
869,0.055,-0.043,1.031
870,-0.016,-0.004,0.918
871,0.031,-0.059,1.000
872,-0.055,0.023,0.930
873,0.020,-0.105,0.969
874,0.012,-0.027,0.945
875,-0.008,0.043,0.918
876,0.051,-0.059,1.023
877,-0.043,-0.047,0.898
878,0.027,-0.148,0.973
879,0.023,0.023,0.965
880,0.035,0.012,0.992
881,0.066,-0.047,0.984
882,0.008,-0.031,0.902
883,0.051,-0.090,0.977
884,-0.023,0.023,0.941
885,-0.039,-0.047,0.934
886,-0.035,-0.055,0.961
887,-0.023,-0.094,1.008
888,0.012,-0.004,0.926
889,0.031,0.055,0.922
890,0.074,-0.129,1.023
891,0.078,-0.004,0.977
892,0.027,-0.039,0.922
893,0.016,-0.031,0.941
894,-0.004,-0.078,1.008
895,-0.016,-0.051,0.957
896,-0.031,-0.059,0.957
897,-0.012,0.020,0.918
898,0.000,-0.016,0.926
899,0.012,-0.027,0.977
900,0.027,-0.023,0.969
901,0.012,0.016,0.914
902,0.027,-0.062,0.992
903,0.066,-0.125,1.004
904,0.008,-0.086,0.906
905,0.020,-0.035,0.965
906,0.027,-0.012,1.008
907,-0.027,0.012,0.934
908,-0.008,-0.023,0.918
909,-0.004,-0.039,0.969
910,-0.004,-0.055,0.965
911,0.008,-0.012,0.930
912,0.020,-0.020,0.957
913,0.031,-0.078,0.988
914,0.027,-0.039,0.957
915,0.062,-0.098,0.957
916,0.012,-0.047,0.922
917,0.016,0.000,0.953
918,0.004,0.012,0.988
919,-0.012,0.031,0.914
920,0.008,-0.047,0.945
921,0.020,-0.031,0.988
