Sample,X,Y,Z
281,-0.043,-0.156,0.988
282,-0.016,-0.195,1.004
283,-0.008,-0.160,0.855
284,-0.023,-0.211,0.871
285,0.070,-0.199,1.070
286,0.086,-0.090,1.004
287,0.043,-0.078,1.055
288,0.070,-0.141,1.047
289,-0.004,-0.102,0.855
290,-0.078,-0.094,0.906
291,-0.086,-0.039,0.910
292,-0.031,0.047,0.922
293,0.066,-0.004,0.992
294,0.059,0.055,0.914
295,-0.039,-0.086,0.973
296,-0.125,-0.242,0.930
297,-0.102,-0.180,0.973
298,0.051,-0.047,1.074
299,0.141,0.160,0.973
300,0.156,0.062,1.000
301,0.051,-0.234,0.945
302,-0.059,-0.312,0.965
303,-0.008,-0.191,1.129
304,0.020,-0.082,1.074
305,-0.027,0.016,1.047
306,0.004,-0.059,1.016
307,-0.078,-0.105,0.957
308,-0.012,-0.145,1.047
309,0.051,-0.066,1.051
310,0.035,0.000,1.102
311,0.031,-0.211,1.020
312,0.020,-0.297,0.895
313,0.039,-0.141,1.008
314,0.062,-0.078,0.980
315,0.004,0.078,0.910
316,-0.086,-0.102,0.953
317,-0.121,-0.340,0.809
318,-0.070,-0.051,0.895
319,0.027,-0.105,0.977
320,0.020,-0.270,0.930
321,0.008,-0.117,0.934
322,0.070,-0.152,0.930
323,0.047,-0.172,0.879
324,-0.008,-0.340,0.844
325,-0.059,-0.273,0.953
326,-0.020,-0.109,1.090
327,-0.027,-0.219,1.039
328,0.020,-0.238,1.051
329,0.004,-0.164,1.008
330,0.004,-0.121,0.969
331,-0.023,-0.074,0.980
332,0.016,-0.281,1.020
333,0.031,-0.301,1.000
334,0.098,-0.141,1.004
335,0.094,-0.035,1.043
336,-0.035,-0.156,0.926
337,-0.070,-0.281,0.918
338,-0.039,-0.035,0.977
339,0.023,0.020,1.031
340,0.031,-0.129,0.953
341,0.008,-0.086,0.949
342,0.020,-0.191,0.965
343,-0.047,-0.074,0.805
344,0.020,-0.168,0.895
345,-0.020,-0.227,0.863
346,-0.043,-0.113,0.914
347,0.000,0.023,1.039
348,0.062,0.066,1.004
349,0.066,-0.133,1.000
350,-0.070,-0.207,0.941
351,-0.070,-0.039,1.074
352,0.008,-0.035,1.039
353,0.043,-0.059,0.969
354,0.090,-0.160,1.078
355,-0.020,-0.086,0.992
356,-0.012,-0.102,1.121
357,0.031,-0.207,1.078
358,0.023,-0.164,1.000
359,0.035,-0.039,1.078
360,-0.070,-0.043,0.988
361,-0.051,-0.168,1.039
362,-0.020,-0.223,0.988
363,-0.004,-0.297,0.992
364,0.027,-0.125,0.957
365,0.059,-0.070,0.863
366,0.117,-0.152,0.824
367,0.043,-0.164,0.723
368,0.012,-0.184,0.852
369,-0.012,-0.016,0.930
370,-0.023,-0.117,0.949
371,-0.004,-0.254,0.984
372,-0.074,-0.039,0.895
373,-0.039,-0.082,1.031
374,-0.086,-0.109,0.918
375,-0.109,-0.062,0.988
376,0.078,-0.238,1.133
377,0.043,-0.219,0.945
378,0.105,-0.195,1.180
379,0.117,-0.273,1.145
380,0.004,-0.168,1.039
381,-0.043,-0.176,1.020
382,-0.059,-0.141,0.875
383,-0.039,-0.234,0.898
384,0.027,-0.250,0.895
385,0.047,-0.070,1.012
386,0.012,-0.121,1.039
387,0.008,-0.297,0.816
388,-0.012,-0.176,0.809
389,0.062,-0.148,0.852
390,0.055,-0.082,0.867
391,0.000,-0.023,0.945
392,0.023,-0.156,1.051
393,-0.031,-0.199,1.039
394,-0.102,-0.105,0.988
395,-0.012,-0.137,1.094
396,-0.004,-0.035,1.023
397,0.008,-0.102,0.980
398,0.020,-0.051,1.059
399,0.012,-0.043,1.090
400,-0.074,-0.180,0.953
401,-0.074,-0.195,0.945
402,-0.020,-0.207,0.988
403,0.062,-0.066,0.906
404,0.148,-0.020,0.965
405,0.125,-0.152,1.027
406,0.016,-0.156,0.945
407,-0.043,-0.145,0.934
408,-0.004,-0.156,0.980
409,0.020,-0.203,0.914
410,-0.023,-0.148,0.949
411,0.062,0.004,1.086
412,0.000,-0.172,1.043
413,-0.012,-0.277,0.980
414,-0.023,-0.160,1.055
415,0.020,-0.062,1.090
416,0.012,-0.145,0.941
417,-0.012,-0.062,0.988
418,0.000,-0.020,1.066
419,-0.062,-0.090,0.910
420,-0.078,-0.215,0.914
421,-0.047,-0.223,0.984
422,0.020,-0.086,0.949
423,0.055,-0.062,0.801
424,0.090,-0.188,0.797
425,0.090,-0.121,0.859
426,-0.012,-0.137,0.801
427,-0.035,-0.270,0.953
428,-0.066,-0.125,1.035
429,0.004,0.012,1.082
430,0.008,-0.016,0.977
431,-0.059,0.035,0.922
432,0.008,0.066,1.098
433,0.031,0.047,0.914
434,0.059,-0.129,0.953
435,0.059,-0.082,1.125
436,0.020,0.035,1.062
437,-0.023,-0.008,0.977
438,-0.090,-0.027,0.969
439,-0.027,0.168,1.074
440,-0.051,0.277,0.930
441,-0.066,0.078,0.902
442,0.039,-0.031,1.035
443,0.086,-0.008,0.977
444,0.098,-0.043,0.914
445,0.105,-0.117,0.980
446,0.109,-0.055,0.969
